Country_Region,first_1ConfirmedCases,first_1Fatalities,first_10ConfirmedCases,first_50ConfirmedCases,first_100ConfirmedCases,cases_growth,death_growth,Cardiovascular diseases (%),Cancers (%),"Diabetes, blood, & endocrine diseases (%)",Respiratory diseases (%),Liver disease (%),Diarrhea & common infectious diseases (%),Musculoskeletal disorders (%),HIV/AIDS and tuberculosis (%),Malaria & neglected tropical diseases (%),Nutritional deficiencies (%),pneumonia-death-rates,Share of deaths from smoking (%),alcoholic_beverages,animal_fats,animal_products,"aquatic_products,_other",cereals_-_excluding_beer,eggs,"fish,_seafood",fruits_-_excluding_wine,meat,milk_-_excluding_butter,miscellaneous,offals,oilcrops,pulses,spices,starchy_roots,stimulants,sugar_&_sweeteners,treenuts,vegetable_oils,vegetables,vegetal_products,hospital_beds_per10k,hospital_density,nbr_surgeons,nbr_obstetricians,nbr_anaesthesiologists,medical_doctors_per10k,school_closure,bcg_coverage,bcg_year_delta,population,median age,population growth rate,birth rate,death rate,net migration rate,maternal mortality rate,infant mortality rate,life expectancy at birth,total fertility rate,obesity - adult prevalence rate,school_shutdown_1case,school_shutdown_10case,school_shutdown_50case,school_shutdown_1death,FF_DayOfYear,case1_DayOfYear,case10_DayOfYear,case50_DayOfYear
Nigeria,2020-02-28,2020-03-23,2020-03-20,2020-03-25,2020-03-29,0.1792823778744083,0.16666666666666666,2.5330596061858013,2.6162031458503208,2.6981138935900004,0.9989956572856926,1.3383581664220852,21.576547779000002,1.844769504113473,8.60521655995,11.47805375601117,4.226618382076948,95.57063198411915,0.84,60.0,7.0,80.0,0.0,1064.0,8.0,17.0,71.0,34.0,11.0,1.0,2.0,61.0,97.0,20.0,604.0,1.0,79.0,9.0,263.0,54.0,2384.0,5.0,,1827.0,454.0,144.0,3.827,2020-03-26,68.0,5.0,60.4,18.6,2.53,34.6,9.1,-0.2,917.0,59.8,60.4,4.72,8.9,27.0,6.0,1.0,3.0,83.0,59,80.0,85.0
North Macedonia,2020-02-26,2020-03-22,2020-03-13,2020-03-20,2020-03-22,0.09844184794009976,0.25132275132275134,28.57018358334283,16.178565870012346,6.894427997719999,3.3557868290806065,1.1027067109130322,1.3272113290799998,6.977284135445018,0.16081872991100002,0.07502740371547831,0.9694253176543072,6.118893698252263,22.53,59.0,131.0,566.0,0.0,1001.0,21.0,11.0,129.0,179.0,211.0,8.0,11.0,48.0,47.0,20.0,112.0,46.0,378.0,26.0,396.0,164.0,2434.0,44.28,1.66,,,,,2020-03-11,94.0,5.0,,,,,,,,,,,,14.0,-2.0,-9.0,-11.0,82.0,57,73.0,80.0
Norway,2020-02-26,2020-03-14,2020-02-29,2020-03-04,2020-03-06,0.05402510618660831,0.1768002670162281,13.267806475227944,17.058538625341306,5.29672695928,5.224426793296673,0.7313951268860897,2.29310063835,11.883089584068966,0.13211418877800002,0.09645049480973374,0.3628955613768688,15.198932798897689,14.83,116.0,174.0,1055.0,0.0,948.0,45.0,105.0,126.0,384.0,341.0,80.0,5.0,60.0,56.0,4.0,97.0,67.0,282.0,29.0,406.0,57.0,2330.0,38.58,,3751.0,1040.0,793.0,46.33600000000001,2020-03-12,,,82.1,39.5,0.85,12.2,8.1,4.0,2.0,2.5,82.1,1.84,23.1,15.0,12.0,8.0,-2.0,74.0,57,60.0,64.0
Oman,2020-02-24,2020-03-31,2020-03-03,2020-03-21,2020-03-26,0.099536923297823,0.0,13.568191707773902,4.726377379260941,9.95288427796,2.126395227201632,0.7571191245239275,3.7201268633,8.964624363008172,0.27906617622900004,0.12836817090398508,1.4420543514450417,27.051768136733003,8.19,5.0,33.0,589.0,0.0,1158.0,31.0,46.0,404.0,194.0,276.0,6.0,8.0,19.0,38.0,30.0,48.0,22.0,264.0,11.0,238.0,100.0,2342.0,15.8,0.11,556.0,195.0,192.0,19.697,2020-03-15,99.0,5.0,76.3,26.2,1.96,23.1,3.3,-0.4,19.0,11.7,76.3,2.76,27.0,20.0,12.0,-6.0,-16.0,91.0,55,63.0,81.0
Pakistan,2020-02-26,2020-03-19,2020-03-10,2020-03-15,2020-03-16,0.09947940847114667,0.21556529889863227,11.21221695297333,6.86785000511603,5.320544954690001,2.888306099970356,1.9449886393328653,13.7685584781,3.0659509930170143,2.81194167138,0.8466691986583637,2.7278738703454324,36.49452826791105,9.11,0.0,117.0,534.0,0.0,1086.0,13.0,3.0,30.0,72.0,324.0,1.0,6.0,30.0,63.0,13.0,33.0,6.0,243.0,6.0,246.0,23.0,1792.0,6.0,0.099,2239.0,4951.0,2722.0,9.753,2020-03-14,85.0,5.0,69.2,22.0,2.07,27.4,6.2,-0.9,140.0,52.3,69.2,3.6,8.6,17.0,4.0,-1.0,-5.0,79.0,57,70.0,75.0
Panama,2020-03-10,2020-03-11,2020-03-12,2020-03-16,2020-03-19,0.11990732218007245,0.24971210706504823,11.049055146384887,9.716845072058307,8.90907787185,3.1946311940869814,1.4032220521873222,5.956933149939999,5.8792706065571485,3.60385956965,0.512880016024957,2.072415836768088,23.173888770191393,8.18,103.0,131.0,608.0,0.0,1209.0,22.0,34.0,136.0,225.0,185.0,21.0,11.0,37.0,50.0,2.0,39.0,20.0,352.0,8.0,229.0,26.0,2232.0,23.0,0.18,423.0,391.0,209.0,15.699000000000002,2020-03-12,99.0,5.0,79.2,30.1,1.2,17.1,5.1,-0.1,52.0,9.1,79.2,2.23,22.7,2.0,-0.0,-4.0,1.0,71.0,70,72.0,76.0
Papua New Guinea,2020-03-20,,,,,0.0,,17.23643699824319,4.6022789730351485,6.705332564780001,9.935073325324655,1.1376020758655632,15.4615577529,2.5374867257846803,1.29012355658,1.5823243438970471,2.9762485605627798,114.60500377831215,12.33,,,,,,,,,,,,,,,,,,,,,,,,0.096,36.0,18.0,24.0,0.529,2020-03-23,65.0,5.0,67.8,24.0,1.6,22.5,6.7,0.0,145.0,33.2,67.8,2.84,21.3,3.0,,,,,80,,
Paraguay,2020-03-08,2020-03-21,2020-03-18,2020-03-27,,0.06805762645505646,0.0,12.62083725981716,8.959139186957689,8.69675699113,2.9623789687611537,1.2499243662884043,5.3963557714100014,6.809456162350871,0.8050341057699999,0.5370999079845054,2.4629339500684435,26.84673725278323,13.18,100.0,65.0,514.0,0.0,867.0,43.0,8.0,62.0,251.0,128.0,5.0,18.0,45.0,77.0,1.0,390.0,26.0,275.0,0.0,345.0,33.0,2226.0,13.0,0.25,356.0,429.0,157.0,13.66,2020-03-11,99.0,5.0,77.9,29.7,1.16,16.6,4.9,-0.1,84.0,16.9,77.9,1.89,20.3,3.0,-7.0,-16.0,-10.0,81.0,68,78.0,87.0
Peru,2020-03-06,2020-03-20,2020-03-10,2020-03-16,2020-03-17,0.14559204264147238,0.31281897926634766,7.988682713002125,9.775195333050007,6.15310353633,3.394327698862661,2.09807382040343,9.31225199008,6.893202832453048,1.08459569336,0.925847289165619,2.14768708299684,52.26980204434529,5.05,86.0,10.0,321.0,0.0,1179.0,32.0,49.0,193.0,112.0,103.0,3.0,15.0,42.0,83.0,2.0,376.0,10.0,236.0,3.0,173.0,62.0,2448.0,16.0,,8804.0,2679.0,1382.0,12.7,2020-03-16,91.0,5.0,74.7,29.1,0.92,17.0,6.2,-1.8,88.0,16.7,74.7,2.04,19.7,10.0,6.0,-0.0,-4.0,80.0,66,70.0,76.0
Philippines,2020-01-30,2020-02-02,2020-03-08,2020-03-12,2020-03-14,0.22405351750372396,0.12261100134356832,17.304159037256483,7.480225105819239,7.82374604857,5.100454905890986,1.2269556076675383,10.3213649086,5.381219740829152,3.9657799971699994,1.10818690681058,1.3895511226827684,128.35714198424589,14.19,58.0,74.0,413.0,0.0,1525.0,16.0,52.0,140.0,238.0,23.0,2.0,10.0,29.0,12.0,4.0,87.0,12.0,218.0,10.0,115.0,49.0,2261.0,5.0,0.12,2500.0,3362.0,3611.0,12.75,2020-03-16,80.0,5.0,70.0,24.1,1.52,22.9,6.0,-1.8,121.0,20.0,70.0,2.92,6.4,46.0,8.0,4.0,43.0,33.0,30,68.0,72.0
Poland,2020-03-04,2020-03-12,2020-03-08,2020-03-13,2020-03-14,0.13381300128578857,0.24157349312075493,22.054016122352923,18.8045069063688,4.84343128897,3.7986854307613225,2.01701501099877,2.0431037774400003,7.474615868379715,0.198716417783,0.09927603530656708,0.3271146291208686,16.325209772517905,19.52,201.0,292.0,1030.0,0.0,1132.0,26.0,36.0,75.0,448.0,227.0,0.0,1.0,15.0,19.0,3.0,187.0,6.0,441.0,12.0,319.0,85.0,2496.0,65.0,0.15,5954.0,4812.0,6051.0,23.998,2020-03-16,94.0,5.0,78.3,41.9,-0.19,8.9,10.6,-0.3,2.0,4.3,78.3,1.38,23.1,12.0,8.0,3.0,4.0,72.0,64,68.0,73.0
Portugal,2020-03-02,2020-03-17,2020-03-06,2020-03-11,2020-03-13,0.13405193772616444,0.18525237726669616,15.559998246652892,17.925236085792278,6.85994592863,4.830245500349349,1.7269897375233572,3.0615797207599997,11.119167550810065,1.4349622909500002,0.2526746989690046,0.5229900409612528,24.734217318210288,10.68,214.0,254.0,1076.0,0.0,971.0,33.0,95.0,162.0,415.0,266.0,3.0,13.0,13.0,32.0,3.0,123.0,50.0,253.0,28.0,464.0,99.0,2415.0,33.95,,5758.0,1677.0,1746.0,33.356,2020-03-16,32.0,5.0,81.1,44.6,-0.25,8.1,10.8,0.3,8.0,2.6,81.1,1.41,20.8,14.0,10.0,5.0,-1.0,77.0,62,66.0,71.0
Qatar,2020-02-29,2020-03-28,2020-03-08,2020-03-11,2020-03-11,0.09168524512066045,0.3,7.122640908102242,5.137115205310406,8.90961399782,2.9404718641819168,0.9871690831190671,2.1671648124700003,12.106302705678216,0.162252383308,0.03816420284059102,0.8227035213173293,19.136201924099158,7.24,,,,,,,,,,,,,,,,,,,,,,,12.0,,67.0,81.0,128.0,0.008,2020-03-10,97.0,5.0,79.4,33.7,1.55,9.3,1.6,6.5,9.0,5.7,79.4,1.88,35.1,10.0,2.0,-1.0,-18.0,88.0,60,68.0,71.0
Romania,2020-02-26,2020-03-22,2020-03-08,2020-03-13,2020-03-14,0.1348474204630277,0.28839277887774767,30.37586870020587,15.842704167410119,3.63949708417,3.5040123313359044,3.6370050569205024,2.70642798385,6.606261640413605,0.58981239287,0.10010189803123083,0.9740856998402456,22.20437574391961,15.84,149.0,153.0,927.0,0.0,1258.0,56.0,12.0,126.0,266.0,430.0,8.0,10.0,15.0,20.0,23.0,183.0,27.0,283.0,18.0,359.0,128.0,2597.0,62.7,0.75,9157.0,2389.0,1854.0,22.586,2020-03-11,98.0,5.0,76.0,42.5,-0.37,8.5,12.0,-0.2,19.0,8.7,76.0,1.38,22.5,14.0,3.0,-2.0,-11.0,82.0,57,68.0,73.0
Russia,2020-01-31,2020-03-19,2020-03-06,2020-03-14,2020-03-17,0.2282241438708121,0.44594226579520696,30.240529820082983,11.626393356084955,3.2562603595599997,2.348089706754948,2.9015974636163477,2.8619903734300003,4.7153338564597815,2.36493912131,0.2992586005369005,0.41167543700572456,18.008591286116346,16.29,137.0,143.0,858.0,0.0,1125.0,61.0,47.0,76.0,325.0,270.0,2.0,12.0,19.0,24.0,2.0,206.0,14.0,460.0,3.0,357.0,78.0,2503.0,81.75,,23842.0,28894.0,38050.0,40.139,2020-03-11,96.0,5.0,71.9,40.3,-0.16,10.0,13.4,1.7,17.0,6.5,71.9,1.6,23.1,40.0,5.0,-3.0,-8.0,79.0,31,66.0,74.0
Rwanda,2020-03-14,,2020-03-20,2020-03-26,,0.07782165440702027,,4.452543607766881,4.61390586579067,3.0726788590100003,2.373965927793875,1.899604466054176,20.3626182596,2.237561723715214,8.87695824697,5.113029263579934,4.169704956310957,94.7117979668597,5.41,38.0,5.0,105.0,0.0,418.0,1.0,14.0,390.0,41.0,39.0,1.0,4.0,35.0,335.0,2.0,731.0,1.0,63.0,0.0,75.0,21.0,2110.0,16.0,,42.0,25.0,15.0,1.3459999999999999,2020-03-16,99.0,5.0,65.1,19.7,2.0,27.9,6.1,-3.3,248.0,28.0,65.1,3.52,5.8,2.0,-4.0,-10.0,,,74,80.0,86.0
Saint Kitts and Nevis,2020-03-25,,,,,0.4613095238095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,
Saint Lucia,2020-03-14,,2020-03-31,,,0.40740740740740744,,16.259904970893153,12.630192964898336,11.367319033800001,3.7184909139564137,1.5628878538874056,3.86929367787,6.079837775200042,1.17083508115,0.2939875451105115,1.3859938298347354,28.67382380577302,8.46,136.0,56.0,779.0,0.0,817.0,13.0,65.0,107.0,475.0,156.0,23.0,14.0,46.0,59.0,18.0,66.0,19.0,396.0,10.0,142.0,42.0,1881.0,13.0,1.65,20.0,15.0,7.0,1.053,2020-03-16,99.0,5.0,78.5,36.9,0.29,12.5,8.1,-1.7,117.0,10.1,78.5,1.73,19.7,2.0,-15.0,,,,74,91.0,
Saint Vincent and the Grenadines,2020-03-14,,,,,0.16666666666666666,,18.030577351629013,12.428992730421092,12.7874954853,2.475675852915816,1.339361737173161,4.1817723395599975,5.074455342497811,2.92272888497,0.18617386441544287,1.8868899075941319,34.86638718664181,6.9,108.0,16.0,605.0,0.0,1011.0,17.0,33.0,210.0,390.0,142.0,30.0,7.0,15.0,79.0,35.0,139.0,32.0,416.0,8.0,217.0,55.0,2355.0,26.0,0.0,4.0,8.0,2.0,6.5870000000000015,2020-03-16,99.0,5.0,76.2,35.3,-0.22,12.6,7.6,-7.2,98.0,11.0,76.2,1.76,23.7,2.0,,,,,74,,
San Marino,2020-02-27,2020-03-03,2020-03-03,2020-03-10,2020-03-15,0.015915428160087952,0.06297147297147299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,58,63.0,70.0
Saudi Arabia,2020-03-02,2020-03-24,2020-03-08,2020-03-13,2020-03-14,0.09335177848981265,0.41597222222222224,13.199557277785974,5.643995227984751,8.26390398279,2.56107354000722,1.1135845899450876,3.35928643752,9.406977809820015,0.6772322490389999,0.07904714413548558,0.5030341102673137,29.459516859332137,5.88,0.0,50.0,485.0,0.0,1499.0,26.0,21.0,209.0,214.0,169.0,19.0,5.0,15.0,50.0,26.0,34.0,32.0,297.0,17.0,463.0,49.0,2710.0,26.5,0.013999999999999999,,,,23.9,2020-03-09,98.0,5.0,76.2,30.8,1.6,14.7,3.4,4.7,17.0,11.3,76.2,1.95,35.4,7.0,1.0,-4.0,-15.0,84.0,62,68.0,73.0
Senegal,2020-03-02,2020-04-01,2020-03-13,2020-03-22,2020-03-26,0.08631112104806,0.0,6.726509682710852,4.661658516674813,4.65131087922,2.225080651149745,0.9181427271767422,20.6165277647,2.5895332770663204,4.861978468809999,3.874034354861029,4.943972885748289,88.06121544017486,2.81,4.0,10.0,144.0,0.0,1598.0,6.0,31.0,24.0,66.0,25.0,1.0,5.0,67.0,39.0,6.0,60.0,5.0,169.0,6.0,430.0,60.0,2468.0,3.0,,38.0,57.0,42.0,0.6920000000000001,2020-03-16,95.0,5.0,63.2,19.4,2.31,31.8,7.6,-1.3,315.0,45.7,63.2,4.04,8.8,14.0,3.0,-6.0,-16.0,92.0,62,73.0,82.0
Serbia,2020-03-06,2020-03-20,2020-03-11,2020-03-16,2020-03-19,0.17580247942786772,1.7313186813186814,30.348213721566342,18.30551718913892,6.1567957165900005,3.9492411143238018,1.113474112494963,1.41495251354,6.665327576326067,0.131261647499,0.09023249920527997,0.4540381025546407,10.489370843149658,20.0,144.0,62.0,737.0,0.0,1124.0,36.0,13.0,118.0,353.0,261.0,1.0,12.0,22.0,25.0,3.0,70.0,33.0,293.0,16.0,150.0,68.0,2067.0,56.54,0.24,,1317.0,,31.25,2020-03-16,98.0,5.0,76.3,43.4,-0.47,8.8,13.5,0.0,12.0,5.6,76.3,1.46,21.5,10.0,5.0,-0.0,-4.0,80.0,66,71.0,76.0
Seychelles,2020-03-14,,2020-03-31,,,0.06547619047619047,,17.969245149166767,14.106179302170682,9.24242898865,3.5692762340659616,2.841575932662463,6.52686873119,6.264692834121004,1.7777406735699999,0.2630634595232989,0.6953848852872906,80.25998144338033,11.53,,,,,,,,,,,,,,,,,,,,,,,36.0,1.08,22.0,6.0,4.0,9.458,2020-03-16,99.0,5.0,75.6,36.8,0.69,12.8,7.1,1.0,,9.3,75.6,1.83,14.0,2.0,-15.0,,,,74,91.0,
Sierra Leone,2020-03-31,,,,,0.5,,5.334822664493659,2.48954234603862,3.69623754926,1.3888672802099953,0.7972617403311242,24.250145713200002,1.5930556031324197,5.14201973256,19.05285261184021,4.610687980552785,141.29411137478496,3.37,5.0,2.0,128.0,0.0,1349.0,5.0,43.0,42.0,33.0,43.0,4.0,3.0,62.0,87.0,6.0,347.0,2.0,50.0,10.0,323.0,34.0,2321.0,4.0,,5.0,3.0,1.0,0.25,2020-03-31,90.0,5.0,59.8,19.1,2.43,35.4,9.8,-1.2,1120.0,63.6,59.8,4.62,8.7,-0.0,,,,,91,,
Singapore,2020-01-23,2020-03-21,2020-01-30,2020-02-12,2020-02-29,0.06197502432269786,0.13888888888888887,14.063554729810555,13.34419377907548,6.5527511186000025,3.0105718767370084,0.8833545019135611,5.00259893065,12.489449414935914,0.47877232222800004,0.157381643612148,0.8524137944138862,42.39261700499017,12.2,,,,,,,,,,,,,,,,,,,,,,,24.0,,1019.0,304.0,375.0,23.063000000000002,,99.0,5.0,86.0,35.6,1.73,8.9,3.6,11.8,8.0,2.3,86.0,0.87,6.1,,,,,81.0,23,30.0,43.0
Slovakia,2020-03-06,2020-03-18,2020-03-11,2020-03-15,2020-03-18,0.0796989227116317,0.0,24.577564405118128,17.367240573656236,4.78588353509,2.854960247803954,2.849616710233323,2.5416194020900003,8.248672092005433,0.0576926695347,0.11786122863265222,0.3109593325022315,20.72376877344611,15.69,157.0,432.0,916.0,0.0,591.0,50.0,18.0,69.0,242.0,164.0,4.0,10.0,29.0,13.0,5.0,94.0,33.0,231.0,15.0,565.0,47.0,1853.0,57.5,0.95,1001.0,961.0,1136.0,24.643,2020-03-16,90.0,8.0,77.8,41.8,-0.05,9.3,10.1,0.2,5.0,4.9,77.8,1.44,20.5,10.0,5.0,1.0,-2.0,78.0,66,71.0,75.0
Slovenia,2020-03-05,2020-03-14,2020-03-08,2020-03-11,2020-03-13,0.06020146118142703,0.11986531986531986,17.155087330387722,18.635227798102946,4.87745552976,3.5351729464537684,2.419465125510209,1.69997525984,9.07659898209595,0.0647515252462,0.1051865204717416,0.3260019685212581,12.263283916734204,14.96,143.0,226.0,870.0,0.0,1151.0,39.0,22.0,170.0,294.0,278.0,13.0,10.0,24.0,19.0,9.0,96.0,72.0,222.0,41.0,296.0,71.0,2326.0,45.54,0.09699999999999999,853.0,415.0,431.0,29.95300000000001,2020-03-16,96.0,16.0,81.4,44.9,0.01,8.7,10.3,1.5,7.0,1.7,81.4,1.59,20.2,11.0,8.0,5.0,2.0,74.0,65,68.0,71.0
Somalia,2020-03-16,,,,,0.11111111111111112,,5.266008311804714,3.4208464972031325,2.81896654749,1.4861388538359688,0.8930042616075499,26.673343462600002,1.3344822539246883,8.907297719159997,1.8221362888636283,5.221037642857167,127.1747509237354,3.4,,,,,,,,,,,,,,,,,,,,,,,8.7,,15.0,5.0,1.0,0.22899999999999998,2020-03-18,39.0,5.0,54.0,18.5,2.21,38.7,12.4,-3.8,829.0,89.5,54.0,5.51,8.3,2.0,,,,,76,,
South Africa,2020-03-05,2020-03-27,2020-03-11,2020-03-15,2020-03-18,0.03809235464503883,0.36111111111111116,6.737979678977211,4.991918752422572,6.22776615146,3.049921095927933,0.5676119397807349,7.801012186989999,2.6333252678891297,36.4746375425,0.4055425413119036,1.2384237232266977,66.66391612005019,6.11,137.0,13.0,456.0,0.0,1557.0,26.0,11.0,31.0,308.0,82.0,0.0,17.0,27.0,16.0,5.0,63.0,7.0,341.0,2.0,316.0,36.0,2538.0,28.0,0.027000000000000003,3453.0,1631.0,1143.0,9.101,2020-03-18,69.0,5.0,64.8,28.0,0.97,19.2,9.3,-0.2,119.0,27.8,64.8,2.22,28.3,13.0,7.0,3.0,-9.0,87.0,65,71.0,75.0
Spain,2020-02-01,2020-03-03,2020-02-26,2020-03-01,2020-03-02,0.09308687798726485,0.12401399306364491,14.413956685485113,18.724551070544006,5.9233004122500015,5.038821007117723,1.587840676964866,1.89916078158,10.754555265151577,0.5694829990320001,0.1521272586812935,0.5077744639314616,10.305537940847763,15.49,158.0,66.0,862.0,0.0,784.0,53.0,85.0,120.0,390.0,258.0,0.0,9.0,35.0,46.0,1.0,104.0,23.0,315.0,46.0,679.0,97.0,2408.0,29.65,0.16,10673.0,4018.0,4869.0,40.691,2020-03-16,,,82.0,43.9,0.67,8.7,9.3,7.0,4.0,3.2,82.0,1.51,23.8,44.0,19.0,15.0,13.0,63.0,32,57.0,61.0
Sri Lanka,2020-01-27,2020-03-28,2020-03-14,2020-03-18,2020-03-24,0.06192129208917759,0.36666666666666664,17.1330162049345,8.120481921977168,10.5713160294,6.169326449367879,2.239314453068132,4.352452813419999,7.038717783746532,0.5058638755439999,0.5525489569523977,1.4811320861440986,24.76786134463623,10.2,11.0,3.0,197.0,0.0,1410.0,17.0,62.0,81.0,32.0,80.0,1.0,3.0,302.0,92.0,45.0,69.0,5.0,281.0,9.0,59.0,51.0,2416.0,35.1,,118.0,129.0,128.0,9.58,2020-03-13,99.0,5.0,77.5,33.7,0.67,14.2,6.5,-1.3,36.0,7.8,77.5,2.01,5.2,46.0,-1.0,-5.0,-15.0,88.0,27,74.0,78.0
Sudan,2020-03-13,2020-03-13,,,,0.19603174603174603,0.16666666666666666,11.906124269074875,3.2574564138716715,5.1014562012999995,2.115234397231696,0.7158586431035479,9.40508095641,3.848904671265621,2.21415401285,1.8473146993448573,2.767432437161009,31.18599476896416,1.34,0.0,21.0,388.0,0.0,1111.0,5.0,2.0,116.0,121.0,230.0,1.0,9.0,59.0,101.0,4.0,43.0,3.0,308.0,0.0,229.0,64.0,2045.0,8.2,0.034,300.0,500.0,250.0,4.1,2020-03-16,88.0,5.0,66.5,18.3,2.69,33.8,6.5,-0.4,295.0,41.8,66.5,4.72,6.6,3.0,,,3.0,73.0,73,,
Suriname,2020-03-14,,2020-04-01,,,0.03935185185185186,,16.580111498864404,9.191995698296452,9.79578879138,2.9887694574109687,1.8717533997753968,5.54756375305,4.755931827095052,1.96978274901,0.6550833033050512,1.373875082553642,36.04272088389406,11.06,78.0,11.0,334.0,0.0,1121.0,22.0,32.0,138.0,207.0,60.0,22.0,2.0,57.0,19.0,2.0,64.0,17.0,409.0,3.0,367.0,60.0,2359.0,31.0,0.19,,,,12.265,2020-03-16,,,73.3,31.0,0.95,14.9,6.2,0.5,120.0,22.1,73.3,1.86,26.4,2.0,-16.0,,,,74,92.0,
Sweden,2020-01-31,2020-03-11,2020-02-29,2020-03-05,2020-03-06,0.10453860134050903,0.2040415323114355,17.249288174860887,16.876220081448153,5.489909772280001,5.245567734770662,0.992748382542865,2.12652928761,10.620108561097792,0.105412387653,0.0020591553182824946,0.3860460248621421,11.266520331777725,14.47,148.0,241.0,1062.0,0.0,887.0,53.0,59.0,102.0,338.0,371.0,12.0,1.0,30.0,16.0,8.0,99.0,21.0,339.0,29.0,398.0,69.0,2157.0,25.94,,3909.0,1364.0,1650.0,53.996,2020-03-18,24.0,5.0,82.4,41.1,0.79,12.1,9.4,5.2,4.0,2.6,82.4,1.87,20.6,47.0,18.0,13.0,7.0,71.0,31,60.0,65.0
Switzerland,2020-02-25,2020-03-05,2020-02-29,2020-03-03,2020-03-05,0.06475650640708759,0.15123283675821433,12.909108940834713,16.54834038747641,5.2551334807800005,4.2263946994038415,1.112683244100543,1.7304156102400001,14.899467092445633,0.215671542872,0.004137372196340325,0.6093656549870404,7.98881298946236,15.11,159.0,165.0,1061.0,0.0,802.0,40.0,30.0,132.0,422.0,395.0,0.0,8.0,19.0,17.0,6.0,74.0,14.0,539.0,65.0,457.0,68.0,2353.0,46.77,,4091.0,1699.0,1431.0,42.363,2020-03-16,,,82.8,42.7,0.66,10.5,8.5,4.6,5.0,3.5,82.8,1.57,19.5,20.0,16.0,13.0,11.0,65.0,56,60.0,63.0
Syria,2020-03-22,2020-03-29,2020-03-30,,,0.2518518518518519,0.25,13.293618780971567,3.4658757900621016,3.78357977096,2.2561544408834706,0.6480597749651921,2.54235429417,4.139968426536186,0.0538721208459,0.3004636928274176,1.1929507889718138,17.369111734310806,7.77,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,12.2,2020-03-16,66.0,5.0,73.7,23.5,4.25,23.8,4.5,27.1,31.0,16.5,73.7,2.9,27.8,-6.0,-14.0,,-13.0,89.0,82,90.0,
Taiwan*,2020-01-22,2020-02-16,2020-01-31,2020-03-13,2020-03-18,0.04069935228300007,0.25,13.1370410850114,19.426238808618837,11.4297815126,6.428340623684628,2.8635343372451736,2.9883264605299997,8.11371575420746,0.500061219465,0.18100860996166604,0.3156637745340669,34.045501567117626,15.76,76.0,62.0,652.0,0.0,918.0,54.0,45.0,124.0,416.0,68.0,5.0,6.0,114.0,25.0,12.0,27.0,16.0,290.0,42.0,564.0,110.0,2324.0,,,,,,,,,,80.6,42.3,0.11,8.0,7.9,0.8,,4.2,80.6,1.14,,,,,,47.0,22,31.0,73.0
Tanzania,2020-03-16,2020-03-31,2020-03-22,,,0.08111625216888374,0.0,4.704879322848675,4.079725502674268,3.1356436930299996,1.6651628195577821,0.8730463258442853,19.186418213,1.9050941703535809,12.8628454119,6.160551500804369,4.612806675435098,95.963572619142,4.3,51.0,15.0,131.0,0.0,978.0,1.0,14.0,120.0,44.0,57.0,0.0,0.0,107.0,234.0,3.0,363.0,1.0,116.0,4.0,257.0,31.0,2265.0,7.0,,100.0,50.0,6.0,0.39899999999999997,2020-03-19,99.0,5.0,63.9,18.2,2.71,34.6,7.1,-0.4,524.0,36.4,63.9,4.59,8.4,3.0,-3.0,,-12.0,91.0,76,82.0,
Thailand,2020-01-22,2020-03-01,2020-01-28,2020-03-07,2020-03-15,0.08725554855729493,0.20224867724867726,12.24442240772709,13.092358847521785,8.042031699330003,3.489261032485072,2.8229059115370823,5.6291743392699995,8.402783207416107,3.6195157140800007,0.7131936531564455,0.7123071663428541,40.580074731140755,12.21,121.0,19.0,362.0,0.0,1311.0,51.0,65.0,104.0,174.0,48.0,1.0,4.0,75.0,24.0,60.0,60.0,4.0,437.0,6.0,230.0,33.0,2465.0,21.0,0.13,4284.0,3154.0,1523.0,8.096,2020-03-18,99.0,5.0,75.6,39.0,0.25,10.7,8.3,0.0,37.0,8.6,75.6,1.54,10.0,56.0,50.0,11.0,17.0,61.0,22,28.0,67.0
Timor-Leste,2020-03-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,
Togo,2020-03-06,2020-03-27,2020-03-21,,,0.07924836601307188,0.16666666666666666,6.055116821137122,3.25985178034316,3.689076853570002,1.8780831845826844,0.8057481484476251,15.2692206021,2.3787312296527077,9.711309652979999,15.044175200865359,3.3610794028119533,100.96982408829905,2.89,14.0,5.0,99.0,0.0,1131.0,3.0,19.0,10.0,54.0,15.0,8.0,2.0,40.0,147.0,5.0,513.0,3.0,137.0,0.0,304.0,19.0,2330.0,7.0,0.08800000000000001,20.0,10.0,6.0,0.48700000000000004,2020-03-20,86.0,5.0,66.6,20.0,2.56,32.0,6.5,0.0,396.0,38.5,66.6,4.22,8.4,14.0,-1.0,,-7.0,87.0,66,81.0,
